# Downloaded at 2025-09-17 15:02:53 [UTC]
# Station name = Belfast Maine Harbor
# Device type = Weather
# Device serial = PTM5462
# Latitude [deg] = 44.428903
# Longitude [deg] = -69.004461
# Current altitude = 0.00 m
# 
# timestamp [sec UTC],timestring [America/New_York],Solar irradiance [W/m2],Rainfall intensity [mm],Wind speed [kn],Wind direction (coming from) [deg N],Wind gust speed [kn],Air temperature [deg C],Vapor pressure [kPa],Atmospheric pressure [kPa],Relative humidity [-],Air temperature (humidity sensor) [deg C]# 
1704291300,2024-01-03 09:15:00,58.000,0.000,3.484,337.011,6.706,-3.800,0.420,101.420,0.922,-3.600
1704292200,2024-01-03 09:30:00,85.000,0.000,2.864,336.393,5.093,-3.500,0.430,101.420,0.914,-3.200
1704293100,2024-01-03 09:45:00,115.000,0.000,2.983,315.264,4.140,-3.100,0.450,101.430,0.919,-2.700
1704294000,2024-01-03 10:00:00,117.000,0.000,5.382,332.232,7.950,-2.900,0.450,101.430,0.915,-2.300
1704294900,2024-01-03 10:15:00,123.000,0.000,4.858,330.255,6.454,-2.600,0.460,101.420,0.905,-2.000
1704295800,2024-01-03 10:30:00,100.000,0.000,4.270,326.889,6.026,-2.300,0.470,101.430,0.909,-1.700
1704296700,2024-01-03 10:45:00,81.000,0.000,2.599,321.072,4.762,-2.000,0.470,101.420,0.893,-1.600
1704297600,2024-01-03 11:00:00,125.000,0.000,2.877,306.483,4.801,-1.600,0.480,101.410,0.891,-1.200
1704298500,2024-01-03 11:15:00,77.000,0.000,3.349,324.926,4.587,-1.400,0.480,101.400,0.880,-0.900
1704299400,2024-01-03 11:30:00,71.000,0.000,2.158,308.418,3.441,-1.200,0.490,101.380,0.872,-0.800
1704300300,2024-01-03 11:45:00,104.000,0.000,2.614,312.589,4.004,-1.000,0.490,101.360,0.870,-0.600
1704301200,2024-01-03 12:00:00,132.000,0.000,3.726,313.943,4.821,-0.800,0.500,101.350,0.870,-0.200
1704302100,2024-01-03 12:15:00,147.000,0.000,3.452,334.301,4.587,-0.500,0.510,101.330,0.868,0.100
1704303000,2024-01-03 12:30:00,186.000,0.000,4.442,333.771,5.618,-0.300,0.520,101.320,0.867,0.500
1704303900,2024-01-03 12:45:00,191.000,0.000,3.755,333.568,4.898,0.100,0.530,101.320,0.858,0.900
1704304800,2024-01-03 13:00:00,183.000,0.000,4.387,344.055,6.045,0.800,0.530,101.320,0.830,1.400
1704305700,2024-01-03 13:15:00,145.000,0.000,4.588,343.254,5.968,1.300,0.530,101.320,0.797,1.800
1704306600,2024-01-03 13:30:00,126.000,0.000,3.415,338.986,6.570,1.500,0.540,101.320,0.786,2.100
1704307500,2024-01-03 13:45:00,112.000,0.000,3.371,345.643,5.832,1.700,0.540,101.310,0.780,2.300
1704308400,2024-01-03 14:00:00,97.000,0.000,3.753,346.827,5.093,1.800,0.540,101.300,0.772,2.300
1704309300,2024-01-03 14:15:00,67.000,0.000,3.645,347.372,5.229,1.900,0.540,101.300,0.765,2.300
1704310200,2024-01-03 14:30:00,56.000,0.000,4.419,344.435,6.434,2.000,0.540,101.310,0.771,2.200
1704311100,2024-01-03 14:45:00,47.000,0.000,4.111,328.339,5.851,2.000,0.540,101.310,0.767,2.200
1704312000,2024-01-03 15:00:00,36.000,0.000,3.830,305.707,7.581,2.100,0.530,101.320,0.752,2.200
1704312900,2024-01-03 15:15:00,28.000,0.000,3.184,306.310,5.695,2.100,0.530,101.310,0.748,2.200
1704313800,2024-01-03 15:30:00,18.000,0.000,2.930,328.841,4.704,2.000,0.530,101.310,0.755,2.100
1704314700,2024-01-03 15:45:00,9.000,0.000,2.202,312.138,3.965,1.900,0.530,101.330,0.754,2.000
1704315600,2024-01-03 16:00:00,4.000,0.000,2.779,312.732,5.598,1.900,0.520,101.330,0.746,1.900
1704316500,2024-01-03 16:15:00,1.000,0.000,2.382,291.541,6.492,2.000,0.520,101.340,0.738,1.800
1704317400,2024-01-03 16:30:00,0.000,0.000,3.265,330.382,6.415,1.900,0.520,101.340,0.744,1.800
1704318300,2024-01-03 16:45:00,0.000,0.000,3.499,339.854,5.501,1.700,0.520,101.350,0.755,1.700
1704319200,2024-01-03 17:00:00,0.000,0.000,2.983,324.549,5.443,1.500,0.520,101.360,0.763,1.600
1704320100,2024-01-03 17:15:00,0.000,0.000,3.295,332.226,5.657,1.400,0.520,101.380,0.775,1.400
1704321000,2024-01-03 17:30:00,0.000,0.000,2.400,294.905,5.190,1.600,0.520,101.370,0.758,1.400
1704321900,2024-01-03 17:45:00,0.000,0.000,2.484,342.699,3.596,1.400,0.520,101.370,0.768,1.300
1704322800,2024-01-03 18:00:00,0.000,0.000,2.140,325.733,3.188,1.300,0.520,101.360,0.781,1.200
1704323700,2024-01-03 18:15:00,0.000,0.000,3.101,327.804,5.054,1.000,0.530,101.370,0.811,1.100
1704324600,2024-01-03 18:30:00,0.000,0.000,2.705,340.263,4.821,0.600,0.530,101.380,0.836,0.800
1704325500,2024-01-03 18:45:00,0.000,0.000,2.048,343.457,2.780,0.700,0.530,101.380,0.828,0.600
1704326400,2024-01-03 19:00:00,0.000,0.000,2.211,336.140,3.888,0.800,0.530,101.380,0.821,0.600
1704327300,2024-01-03 19:15:00,0.000,0.000,3.122,332.158,4.762,0.900,0.530,101.380,0.819,0.700
1704328200,2024-01-03 19:30:00,0.000,0.000,2.300,311.231,3.305,0.800,0.540,101.380,0.830,0.700
1704329100,2024-01-03 19:45:00,0.000,0.000,2.168,327.450,3.343,0.900,0.540,101.360,0.819,0.700
1704330000,2024-01-03 20:00:00,0.000,0.000,2.368,311.673,4.335,1.000,0.540,101.360,0.822,0.800
1704330900,2024-01-03 20:15:00,0.000,0.000,2.452,297.378,5.637,1.000,0.540,101.360,0.820,0.800
1704331800,2024-01-03 20:30:00,0.000,0.000,2.330,282.529,5.054,1.200,0.540,101.350,0.802,0.900
1704332700,2024-01-03 20:45:00,0.000,0.000,2.940,301.483,5.307,1.200,0.540,101.370,0.807,1.100
1704333600,2024-01-03 21:00:00,0.000,0.000,3.338,288.329,5.832,1.300,0.540,101.380,0.796,1.100
1704334500,2024-01-03 21:15:00,0.000,0.000,3.927,269.433,7.114,1.500,0.530,101.380,0.782,1.200
1704335400,2024-01-03 21:30:00,0.000,0.000,3.319,284.931,6.104,1.500,0.530,101.380,0.780,1.300
1704336300,2024-01-03 21:45:00,0.000,0.000,2.590,273.442,6.220,1.500,0.530,101.380,0.779,1.400
1704337200,2024-01-03 22:00:00,0.000,0.000,3.379,306.342,6.337,1.500,0.530,101.370,0.784,1.400
1704338100,2024-01-03 22:15:00,0.000,0.000,2.864,293.607,5.579,1.400,0.540,101.360,0.793,1.300
1704339000,2024-01-03 22:30:00,0.000,0.000,2.961,285.222,5.346,1.500,0.540,101.360,0.788,1.300
1704339900,2024-01-03 22:45:00,0.000,0.000,3.386,304.237,6.395,1.400,0.540,101.350,0.796,1.300
1704340800,2024-01-03 23:00:00,0.000,0.000,3.143,303.395,6.006,1.400,0.540,101.340,0.798,1.200
1704341700,2024-01-03 23:15:00,0.000,0.000,2.744,283.938,5.521,1.400,0.540,101.340,0.800,1.200
1704342600,2024-01-03 23:30:00,0.000,0.000,3.391,297.300,5.346,1.500,0.540,101.320,0.795,1.300
1704343500,2024-01-03 23:45:00,0.000,0.000,3.375,302.775,7.037,1.500,0.540,101.320,0.784,1.400
1704344400,2024-01-04 00:00:00,0.000,0.000,3.051,333.108,6.842,1.200,0.540,101.290,0.815,1.300
1704345300,2024-01-04 00:15:00,0.000,0.000,3.550,328.660,8.359,1.100,0.540,101.270,0.818,1.100
1704346200,2024-01-04 00:30:00,0.000,0.000,2.817,320.599,5.287,0.800,0.540,101.260,0.844,0.900
1704347100,2024-01-04 00:45:00,0.000,0.000,2.365,308.660,4.160,0.800,0.540,101.240,0.837,0.700
1704348000,2024-01-04 01:00:00,0.000,0.000,3.818,323.072,7.562,0.600,0.550,101.230,0.856,0.600
1704348900,2024-01-04 01:15:00,0.000,0.000,2.615,304.399,4.296,0.600,0.550,101.220,0.863,0.500
1704349800,2024-01-04 01:30:00,0.000,0.000,2.922,310.684,5.540,0.500,0.560,101.210,0.879,0.500
1704350700,2024-01-04 01:45:00,0.000,0.000,2.930,332.755,5.151,0.500,0.550,101.220,0.875,0.400
1704351600,2024-01-04 02:00:00,0.000,0.000,2.848,317.490,4.121,0.400,0.560,101.220,0.885,0.400
1704352500,2024-01-04 02:15:00,0.000,0.000,2.214,316.779,3.810,0.400,0.560,101.220,0.891,0.400
1704353400,2024-01-04 02:30:00,0.000,0.000,0.751,280.437,2.041,0.400,0.560,101.220,0.888,0.300
1704354300,2024-01-04 02:45:00,0.000,0.000,1.402,136.123,2.391,0.400,0.560,101.220,0.893,0.300
1704355200,2024-01-04 03:00:00,0.000,0.000,3.752,349.854,6.570,0.600,0.560,101.220,0.881,0.400
1704356100,2024-01-04 03:15:00,0.000,0.000,3.547,316.332,6.065,0.500,0.560,101.230,0.875,0.400
1704357000,2024-01-04 03:30:00,0.000,0.000,2.854,305.855,4.510,0.500,0.560,101.210,0.885,0.500
1704357900,2024-01-04 03:45:00,0.000,0.000,1.755,320.845,3.829,0.400,0.560,101.210,0.882,0.400
1704358800,2024-01-04 04:00:00,0.000,0.000,1.400,180.000,2.488,0.500,0.550,101.180,0.872,0.400
1704359700,2024-01-04 04:15:00,0.000,0.000,3.187,349.101,7.270,0.400,0.560,101.150,0.887,0.400
1704360600,2024-01-04 04:30:00,0.000,0.000,5.526,325.751,9.467,0.300,0.560,101.150,0.889,0.300
1704361500,2024-01-04 04:45:00,0.000,0.000,3.088,345.789,5.909,0.400,0.560,101.150,0.884,0.300
1704362400,2024-01-04 05:00:00,0.000,0.000,1.985,345.828,4.704,0.500,0.560,101.140,0.881,0.400
1704363300,2024-01-04 05:15:00,0.000,0.000,2.285,291.982,3.965,0.200,0.560,101.130,0.899,0.300
1704364200,2024-01-04 05:30:00,0.000,0.000,2.300,329.534,8.222,0.200,0.550,101.120,0.887,0.200
1704365100,2024-01-04 05:45:00,0.000,0.000,3.346,318.532,8.942,0.100,0.560,101.120,0.905,0.100
1704366000,2024-01-04 06:00:00,0.000,0.000,3.905,331.777,6.006,0.100,0.550,101.130,0.902,0.000
1704366900,2024-01-04 06:15:00,0.000,0.000,3.991,340.065,6.551,0.100,0.550,101.130,0.901,0.100
1704367800,2024-01-04 06:30:00,0.000,0.000,3.732,335.704,4.898,0.000,0.550,101.120,0.904,0.000
1704368700,2024-01-04 06:45:00,0.000,0.000,4.767,331.240,6.609,0.000,0.550,101.110,0.906,0.000
1704369600,2024-01-04 07:00:00,0.000,0.000,4.384,331.390,5.948,0.100,0.550,101.100,0.898,0.000
1704370500,2024-01-04 07:15:00,0.000,0.000,4.262,331.682,5.754,0.000,0.550,101.090,0.906,0.000
1704371400,2024-01-04 07:30:00,2.000,0.000,2.271,338.927,4.296,0.000,0.550,101.090,0.910,0.000
1704372300,2024-01-04 07:45:00,7.000,0.000,0.496,258.690,1.089,-0.100,0.550,101.090,0.910,-0.100
1704373200,2024-01-04 08:00:00,17.000,0.000,1.979,314.204,3.985,0.000,0.560,101.080,0.913,0.000
1704374100,2024-01-04 08:15:00,35.000,0.000,3.469,318.180,4.646,-0.100,0.560,101.070,0.930,0.000
1704375000,2024-01-04 08:30:00,40.000,0.000,2.721,333.252,4.743,0.000,0.570,101.070,0.926,0.100
1704375900,2024-01-04 08:45:00,39.000,0.000,2.691,324.703,4.257,0.100,0.570,101.080,0.922,0.200
1704376800,2024-01-04 09:00:00,62.000,0.000,2.278,323.326,4.082,0.200,0.570,101.070,0.926,0.400
1704377700,2024-01-04 09:15:00,83.000,0.000,0.965,288.800,1.594,0.200,0.570,101.060,0.925,0.600
1704378600,2024-01-04 09:30:00,91.000,0.000,1.524,150.164,2.741,0.500,0.580,101.040,0.921,0.900
1704379500,2024-01-04 09:45:00,97.000,0.000,0.646,226.219,1.633,0.700,0.600,101.030,0.932,1.200
1704380400,2024-01-04 10:00:00,107.000,0.000,1.712,178.047,3.032,1.200,0.580,101.030,0.878,1.500
1704381300,2024-01-04 10:15:00,109.000,0.000,2.593,127.385,3.538,1.500,0.580,101.030,0.859,1.800
1704382200,2024-01-04 10:30:00,105.000,0.000,4.037,148.989,5.851,1.600,0.590,101.000,0.860,2.000
1704383100,2024-01-04 10:45:00,134.000,0.000,4.538,116.455,6.123,1.600,0.590,100.980,0.862,2.100
1704384000,2024-01-04 11:00:00,157.000,0.000,1.422,3.918,3.168,1.700,0.600,100.990,0.863,2.400
1704384900,2024-01-04 11:15:00,178.000,0.000,1.920,328.241,5.287,1.900,0.600,100.980,0.854,2.800
1704385800,2024-01-04 11:30:00,190.000,0.000,4.316,342.708,6.823,2.500,0.610,100.970,0.829,3.200
1704386700,2024-01-04 11:45:00,122.000,0.000,3.847,284.036,8.689,3.200,0.600,100.960,0.778,3.500
1704387600,2024-01-04 12:00:00,126.000,0.000,2.631,287.632,7.387,3.300,0.590,100.940,0.765,3.700
1704388500,2024-01-04 12:15:00,128.000,0.000,3.994,283.225,7.173,3.500,0.580,100.920,0.737,3.900
1704389400,2024-01-04 12:30:00,165.000,0.000,3.978,289.409,10.263,3.600,0.580,100.900,0.738,4.100
1704390300,2024-01-04 12:45:00,152.000,0.000,4.961,272.246,10.166,3.600,0.580,100.900,0.728,4.300
1704391200,2024-01-04 13:00:00,137.000,0.000,4.124,278.130,10.963,3.700,0.580,100.890,0.731,4.300
1704392100,2024-01-04 13:15:00,131.000,0.000,5.790,288.192,10.322,3.500,0.580,100.880,0.733,4.200
1704393000,2024-01-04 13:30:00,117.000,0.000,5.245,298.560,10.302,3.500,0.580,100.880,0.746,4.000
1704393900,2024-01-04 13:45:00,98.000,0.000,4.696,291.361,10.263,3.500,0.580,100.860,0.738,4.000
1704394800,2024-01-04 14:00:00,87.000,0.000,4.193,287.259,9.680,3.400,0.580,100.860,0.737,3.900
1704395700,2024-01-04 14:15:00,128.000,0.000,4.850,293.380,10.322,3.400,0.580,100.860,0.740,3.900
1704396600,2024-01-04 14:30:00,130.000,0.000,5.489,288.371,10.944,3.600,0.580,100.880,0.729,4.000
1704397500,2024-01-04 14:45:00,91.000,0.000,5.495,293.119,9.680,3.700,0.580,100.890,0.727,4.100
1704398400,2024-01-04 15:00:00,57.000,0.000,6.303,296.565,14.287,3.700,0.580,100.900,0.726,3.900
1704399300,2024-01-04 15:15:00,34.000,0.000,8.179,303.954,15.259,3.700,0.570,100.930,0.716,3.800
1704400200,2024-01-04 15:30:00,35.000,0.000,14.541,325.843,25.814,3.400,0.560,100.960,0.716,3.700
1704401100,2024-01-04 15:45:00,22.000,0.000,17.907,335.160,26.067,2.600,0.540,100.990,0.725,3.100
1704402000,2024-01-04 16:00:00,10.000,0.000,18.243,336.248,24.220,1.900,0.500,101.010,0.715,2.400
1704402900,2024-01-04 16:15:00,5.000,0.000,20.095,342.143,27.836,1.300,0.460,101.040,0.676,1.700
1704403800,2024-01-04 16:30:00,1.000,0.000,20.390,339.578,29.585,0.700,0.380,101.080,0.591,1.000
1704404700,2024-01-04 16:45:00,0.000,0.000,16.765,339.148,21.304,0.200,0.350,101.120,0.561,0.500
1704405600,2024-01-04 17:00:00,0.000,0.000,18.987,329.891,28.030,-0.300,0.310,101.160,0.521,-0.200
1704406500,2024-01-04 17:15:00,0.000,0.000,21.532,328.850,32.365,-1.200,0.270,101.200,0.488,-0.800
1704407400,2024-01-04 17:30:00,0.000,0.000,18.859,323.213,27.272,-1.800,0.270,101.220,0.499,-1.600
1704408300,2024-01-04 17:45:00,0.000,0.000,18.118,328.066,26.961,-2.300,0.260,101.270,0.505,-2.100
1704409200,2024-01-04 18:00:00,0.000,0.000,20.859,337.306,33.434,-2.900,0.260,101.300,0.525,-2.600
1704410100,2024-01-04 18:15:00,0.000,0.000,20.247,337.596,29.935,-3.500,0.260,101.320,0.547,-3.200
1704411000,2024-01-04 18:30:00,0.000,0.000,23.170,337.975,33.317,-4.100,0.250,101.350,0.556,-3.800
1704411900,2024-01-04 18:45:00,0.000,0.000,25.129,335.358,38.177,-4.700,0.240,101.360,0.552,-4.400
1704412800,2024-01-04 19:00:00,0.000,0.000,22.723,331.264,36.428,-4.900,0.250,101.370,0.587,-4.800
1704413700,2024-01-04 19:15:00,0.000,0.000,20.887,327.774,31.004,-5.400,0.250,101.380,0.606,-5.200
1704414600,2024-01-04 19:30:00,0.000,0.000,18.108,333.682,30.266,-5.600,0.250,101.400,0.631,-5.500
1704415500,2024-01-04 19:45:00,0.000,0.000,19.365,329.007,34.114,-5.800,0.250,101.400,0.634,-5.800
1704416400,2024-01-04 20:00:00,0.000,0.000,21.150,326.471,31.082,-6.100,0.250,101.400,0.635,-6.000
1704417300,2024-01-04 20:15:00,0.000,0.000,21.811,330.648,32.093,-6.200,0.240,101.420,0.633,-6.200
1704418200,2024-01-04 20:30:00,0.000,0.000,17.143,333.609,25.970,-6.200,0.250,101.460,0.659,-6.200
1704419100,2024-01-04 20:45:00,0.000,0.000,18.784,335.026,26.631,-6.400,0.250,101.480,0.663,-6.300
1704420000,2024-01-04 21:00:00,0.000,0.000,18.936,331.488,26.436,-6.500,0.250,101.480,0.667,-6.500
1704420900,2024-01-04 21:15:00,0.000,0.000,17.163,332.332,27.466,-6.700,0.240,101.500,0.657,-6.600
1704421800,2024-01-04 21:30:00,0.000,0.000,16.412,335.286,24.959,-6.800,0.240,101.520,0.664,-6.700
1704422700,2024-01-04 21:45:00,0.000,0.000,17.013,332.879,23.909,-6.900,0.240,101.530,0.667,-6.800
1704423600,2024-01-04 22:00:00,0.000,0.000,17.462,337.346,26.767,-7.100,0.240,101.540,0.662,-7.000
1704424500,2024-01-04 22:15:00,0.000,0.000,15.724,338.764,23.482,-7.200,0.240,101.550,0.666,-7.200
1704425400,2024-01-04 22:30:00,0.000,0.000,15.092,332.709,20.546,-7.300,0.240,101.570,0.669,-7.300
1704426300,2024-01-04 22:45:00,0.000,0.000,12.654,326.847,22.315,-7.400,0.230,101.580,0.671,-7.400
1704427200,2024-01-04 23:00:00,0.000,0.000,13.388,333.993,19.672,-7.500,0.240,101.590,0.679,-7.500
1704428100,2024-01-04 23:15:00,0.000,0.000,13.905,340.906,24.162,-7.500,0.240,101.580,0.676,-7.600
1704429000,2024-01-04 23:30:00,0.000,0.000,12.832,339.424,19.613,-7.700,0.230,101.580,0.679,-7.700
1704429900,2024-01-04 23:45:00,0.000,0.000,10.480,353.824,17.708,-7.900,0.230,101.580,0.686,-7.800
1704430800,2024-01-05 00:00:00,0.000,0.000,12.384,349.784,17.903,-8.200,0.220,101.570,0.675,-8.100
1704431700,2024-01-05 00:15:00,0.000,0.000,13.556,346.821,17.864,-8.100,0.230,101.570,0.688,-8.200
1704432600,2024-01-05 00:30:00,0.000,0.000,12.161,338.233,18.136,-8.000,0.230,101.570,0.701,-8.100
1704433500,2024-01-05 00:45:00,0.000,0.000,10.336,333.531,15.492,-8.100,0.240,101.570,0.706,-8.100
1704434400,2024-01-05 01:00:00,0.000,0.000,9.626,316.800,16.911,-8.300,0.230,101.600,0.712,-8.200
1704435300,2024-01-05 01:15:00,0.000,0.000,8.878,310.560,14.968,-8.400,0.230,101.620,0.696,-8.400
1704436200,2024-01-05 01:30:00,0.000,0.000,8.801,316.790,15.084,-8.400,0.230,101.630,0.699,-8.400
1704437100,2024-01-05 01:45:00,0.000,0.000,8.446,321.917,17.184,-8.300,0.230,101.650,0.701,-8.400
1704438000,2024-01-05 02:00:00,0.000,0.000,8.773,319.853,14.793,-8.300,0.230,101.660,0.707,-8.400
1704438900,2024-01-05 02:15:00,0.000,0.000,12.060,326.438,18.758,-8.200,0.230,101.660,0.709,-8.300
1704439800,2024-01-05 02:30:00,0.000,0.000,10.100,321.564,17.222,-8.300,0.230,101.680,0.701,-8.300
1704440700,2024-01-05 02:45:00,0.000,0.000,10.557,337.023,16.736,-8.400,0.230,101.680,0.709,-8.400
1704441600,2024-01-05 03:00:00,0.000,0.000,8.538,313.616,16.192,-8.600,0.220,101.700,0.696,-8.500
1704442500,2024-01-05 03:15:00,0.000,0.000,7.788,320.469,15.181,-8.600,0.220,101.690,0.694,-8.700
1704443400,2024-01-05 03:30:00,0.000,0.000,8.670,319.273,15.026,-8.600,0.220,101.700,0.707,-8.600
1704444300,2024-01-05 03:45:00,0.000,0.000,10.728,334.224,17.067,-8.700,0.220,101.700,0.688,-8.700
1704445200,2024-01-05 04:00:00,0.000,0.000,10.958,344.041,18.894,-8.700,0.220,101.710,0.695,-8.700
1704446100,2024-01-05 04:15:00,0.000,0.000,12.762,327.060,22.121,-8.800,0.220,101.710,0.685,-8.700
1704447000,2024-01-05 04:30:00,0.000,0.000,10.995,346.504,20.663,-8.600,0.220,101.720,0.680,-8.700
1704447900,2024-01-05 04:45:00,0.000,0.000,9.545,333.383,14.365,-8.600,0.220,101.720,0.678,-8.700
1704448800,2024-01-05 05:00:00,0.000,0.000,12.499,330.565,18.797,-8.600,0.210,101.720,0.679,-8.600
1704449700,2024-01-05 05:15:00,0.000,0.000,9.544,323.363,17.942,-8.900,0.210,101.730,0.668,-8.700
1704450600,2024-01-05 05:30:00,0.000,0.000,6.161,310.778,11.449,-9.100,0.200,101.750,0.664,-8.900
1704451500,2024-01-05 05:45:00,0.000,0.000,7.313,314.138,13.724,-9.200,0.210,101.780,0.670,-9.100
1704452400,2024-01-05 06:00:00,0.000,0.000,7.177,328.850,10.944,-9.200,0.210,101.780,0.689,-9.200
1704453300,2024-01-05 06:15:00,0.000,0.000,7.165,323.161,12.363,-9.200,0.210,101.800,0.694,-9.200
1704454200,2024-01-05 06:30:00,0.000,0.000,7.553,317.399,13.276,-9.300,0.210,101.820,0.689,-9.300
1704455100,2024-01-05 06:45:00,0.000,0.000,9.014,317.884,14.715,-9.300,0.210,101.830,0.704,-9.300
1704456000,2024-01-05 07:00:00,0.000,0.000,9.906,322.815,17.417,-9.400,0.210,101.830,0.706,-9.400
1704456900,2024-01-05 07:15:00,3.000,0.000,11.264,320.321,17.106,-9.500,0.210,101.850,0.710,-9.400
1704457800,2024-01-05 07:30:00,12.000,0.000,9.539,314.505,16.581,-9.500,0.210,101.860,0.715,-9.200
1704458700,2024-01-05 07:45:00,39.000,0.000,9.223,315.598,14.112,-9.300,0.220,101.860,0.722,-8.600
1704459600,2024-01-05 08:00:00,63.000,0.000,11.674,319.254,15.881,-9.100,0.230,101.860,0.732,-7.800
1704460500,2024-01-05 08:15:00,88.000,0.000,12.190,320.370,17.125,-8.900,0.230,101.870,0.730,-7.300
1704461400,2024-01-05 08:30:00,115.000,0.000,12.637,318.118,21.907,-8.900,0.230,101.880,0.725,-6.700
1704462300,2024-01-05 08:45:00,143.000,0.000,13.960,319.122,20.896,-8.800,0.230,101.900,0.719,-6.400
1704463200,2024-01-05 09:00:00,171.000,0.000,13.011,318.331,20.605,-8.700,0.220,101.910,0.704,-6.000
1704464100,2024-01-05 09:15:00,199.000,0.000,12.963,331.129,20.235,-8.400,0.230,101.920,0.707,-5.700
1704465000,2024-01-05 09:30:00,227.000,0.000,13.063,330.689,18.797,-8.300,0.230,101.940,0.695,-5.400
1704465900,2024-01-05 09:45:00,253.000,0.000,15.497,335.943,23.268,-8.000,0.230,101.940,0.674,-5.200
1704466800,2024-01-05 10:00:00,278.000,0.000,13.335,329.323,24.201,-7.700,0.230,101.940,0.674,-4.900
1704467700,2024-01-05 10:15:00,301.000,0.000,13.876,332.645,20.002,-7.600,0.230,101.930,0.669,-4.700
1704468600,2024-01-05 10:30:00,323.000,0.000,13.583,332.005,19.205,-7.500,0.230,101.920,0.647,-4.400
1704469500,2024-01-05 10:45:00,342.000,0.000,15.455,335.240,21.946,-7.300,0.230,101.890,0.638,-4.300
1704470400,2024-01-05 11:00:00,358.000,0.000,16.309,340.939,22.840,-7.000,0.230,101.870,0.629,-4.200
1704471300,2024-01-05 11:15:00,370.000,0.000,15.185,321.810,25.114,-6.700,0.230,101.850,0.619,-3.900
1704472200,2024-01-05 11:30:00,380.000,0.000,15.089,335.978,21.577,-6.400,0.230,101.840,0.607,-3.800
1704473100,2024-01-05 11:45:00,386.000,0.000,15.080,326.781,24.201,-6.300,0.230,101.820,0.600,-3.600
1704474000,2024-01-05 12:00:00,390.000,0.000,13.605,333.984,19.536,-6.000,0.230,101.800,0.586,-3.500
1704474900,2024-01-05 12:15:00,391.000,0.000,13.719,334.125,20.916,-5.700,0.230,101.790,0.573,-3.200
1704475800,2024-01-05 12:30:00,387.000,0.000,11.960,325.328,18.525,-5.400,0.230,101.790,0.559,-2.900
1704476700,2024-01-05 12:45:00,380.000,0.000,14.234,334.695,20.663,-5.300,0.230,101.800,0.555,-2.800
1704477600,2024-01-05 13:00:00,369.000,0.000,12.386,327.432,18.894,-5.100,0.220,101.800,0.536,-2.800
1704478500,2024-01-05 13:15:00,355.000,0.000,12.325,326.711,21.052,-5.100,0.230,101.790,0.537,-2.700
1704479400,2024-01-05 13:30:00,339.000,0.000,11.622,305.125,20.099,-4.900,0.220,101.770,0.521,-2.800
1704480300,2024-01-05 13:45:00,319.000,0.000,11.214,325.952,18.875,-4.800,0.230,101.770,0.528,-2.800
1704481200,2024-01-05 14:00:00,296.000,0.000,10.035,314.058,17.611,-4.600,0.220,101.780,0.515,-2.700
1704482100,2024-01-05 14:15:00,271.000,0.000,9.441,310.742,17.320,-4.500,0.220,101.780,0.511,-2.700
1704483000,2024-01-05 14:30:00,244.000,0.000,11.525,324.058,18.369,-4.300,0.230,101.770,0.512,-2.700
1704483900,2024-01-05 14:45:00,214.000,0.000,10.813,327.853,18.564,-4.000,0.230,101.780,0.515,-2.800
1704484800,2024-01-05 15:00:00,182.000,0.000,9.799,317.895,14.482,-4.000,0.230,101.790,0.505,-2.700
1704485700,2024-01-05 15:15:00,150.000,0.000,9.805,316.848,17.670,-3.900,0.230,101.800,0.502,-2.800
1704486600,2024-01-05 15:30:00,85.000,0.000,11.432,318.722,18.797,-3.900,0.230,101.810,0.496,-3.100
1704487500,2024-01-05 15:45:00,21.000,0.000,7.980,312.433,14.054,-3.900,0.220,101.810,0.468,-3.600
1704488400,2024-01-05 16:00:00,12.000,0.000,9.612,319.675,16.834,-4.000,0.210,101.810,0.463,-3.900
1704489300,2024-01-05 16:15:00,6.000,0.000,10.785,312.663,20.760,-4.100,0.200,101.810,0.455,-4.100
1704490200,2024-01-05 16:30:00,1.000,0.000,8.578,313.898,17.786,-4.200,0.210,101.820,0.470,-4.200
1704491100,2024-01-05 16:45:00,0.000,0.000,8.860,317.490,15.006,-4.400,0.210,101.810,0.485,-4.400
1704492000,2024-01-05 17:00:00,0.000,0.000,9.030,311.859,17.145,-4.500,0.220,101.820,0.495,-4.500
1704492900,2024-01-05 17:15:00,0.000,0.000,8.476,308.762,14.559,-4.600,0.220,101.830,0.514,-4.600
1704493800,2024-01-05 17:30:00,0.000,0.000,7.658,305.183,14.909,-4.800,0.230,101.830,0.526,-4.700
1704494700,2024-01-05 17:45:00,0.000,0.000,7.683,305.942,12.829,-4.800,0.230,101.830,0.535,-4.900
1704495600,2024-01-05 18:00:00,0.000,0.000,8.605,304.229,12.985,-4.900,0.230,101.820,0.547,-5.000
1704496500,2024-01-05 18:15:00,0.000,0.000,7.617,299.509,13.140,-5.000,0.240,101.830,0.558,-5.000
1704497400,2024-01-05 18:30:00,0.000,0.000,6.433,297.339,11.663,-5.300,0.230,101.850,0.562,-5.200
1704498300,2024-01-05 18:45:00,0.000,0.000,5.294,295.906,9.369,-5.500,0.230,101.860,0.569,-5.400
1704499200,2024-01-05 19:00:00,0.000,0.000,5.929,290.336,11.002,-5.500,0.230,101.860,0.566,-5.600
